Paper ID,Location ,Product ,Metric, Value
122,Ethiopia,CHRIPS,CC,0.36
126,"Central highlands of Abbay Basin, Ethiopia",IMERG-06,CC,0.85
126,"Central highlands of Abbay Basin, Ethiopia",CHIRPSv2,CC,0.88
126,"Central highlands of Abbay Basin, Ethiopia",PERSIANN-CCS,CC,0.78
126,"Central highlands of Abbay Basin, Ethiopia",CMORPH,CC,0.86
131,"Nasia River Basin, Ghana",RFE 2.0,CC,0.36
26,Ruga,CHIRPS,CC,0.38
26,Ruga,TAMSAT,CC,0.50
26,Haik,CHIRPS,CC,0.40
26,Haik,TAMSAT,CC,0.51
26,Dessie,CHIRPS,CC,0.42
26,Dessie,TAMSAT,CC,0.52
26,Kutaber,CHIRPS,CC,0.43
26,Kutaber,TAMSAT,CC,0.59
134,"Central Africa (overall) — all data, full period",CHIRPS,CC,0.33
134,"Central Africa (overall) — all data, full period",ARC,CC,0.42
134,"Central Africa (overall) — all data, full period",TARCAT,CC,0.43
134,"Central Africa (overall) — all data, full period",PERSIANN,CC,0.40
134,"Central Africa (overall) — all data, full period",TMPA,CC,0.48
134,"Central Africa (overall) — all data, full period",CMORPH,CC,0.45
134,"Central Africa (overall) — all data, full period",TAPEER,CC,0.40
134,"Central Africa (overall) — all data, 2011–14",CHIRPS,CC,0.34
134,"Central Africa (overall) — all data, 2011–14",ARC,CC,0.60
134,"Central Africa (overall) — all data, 2011–14",TARCAT,CC,0.45
134,"Central Africa (overall) — all data, 2011–14",PERSIANN,CC,0.40
134,"Central Africa (overall) — all data, 2011–14",CMORPH,CC,0.48
134,"Central Africa (overall) — all data, 2011–14",TAPEER,CC,0.42
134,"Central Africa (overall) — independent data, full period",CHIRPS,CC,0.32
134,"Central Africa (overall) — independent data, full period",ARC,CC,0.30
134,"Central Africa (overall) — independent data, full period",TARCAT,CC,0.45
134,"Central Africa (overall) — independent data, full period",PERSIANN,CC,0.40
134,"Central Africa (overall) — independent data, full period",TMPA,CC,0.48
134,"Central Africa (overall) — independent data, full period",CMORPH,CC,0.46
134,"Central Africa (overall) — independent data, full period",TAPEER,CC,0.41
134,CAR,CHIRPS,CC,0.36
134,CAR,ARC,CC,0.43
134,CAR,TARCAT,CC,0.49
134,CAR,PERSIANN,CC,0.44
134,CAR,TMPA,CC,0.64
134,CAR,CMORPH,CC,0.56
134,Southern Congo-Brazzaville,CHIRPS,CC,0.30
134,Southern Congo-Brazzaville,ARC,CC,0.35
134,Southern Congo-Brazzaville,TARCAT,CC,0.38
134,Southern Congo-Brazzaville,PERSIANN,CC,0.36
134,Southern Congo-Brazzaville,TMPA,CC,0.58
134,Southern Congo-Brazzaville,CMORPH,CC,0.54
134,Southern Congo-Brazzaville,TAPEER,CC,0.50
134,Central DRC,CHIRPS,CC,0.28
134,Central DRC,ARC,CC,0.38
134,Central DRC,TARCAT,CC,0.49
134,Central DRC,PERSIANN,CC,0.40
134,Eastern DRC,CHIRPS,CC,0.30
134,Eastern DRC,ARC,CC,0.37
134,Eastern DRC,TARCAT,CC,0.31
134,Eastern DRC,PERSIANN,CC,0.35
134,Eastern DRC,TMPA,CC,0.44
134,Eastern DRC,CMORPH,CC,0.44
134,Eastern DRC,TAPEER,CC,0.47
134,POKOLA,CHIRPS,CC,0.39
134,POKOLA,ARC,CC,0.53
134,POKOLA,TARCAT,CC,0.57
134,POKOLA,PERSIANN,CC,0.46
134,POKOLA,CMORPH,CC,0.53
134,POKOLA,TAPEER,CC,0.59
134,MOKABI,CHIRPS,CC,0.44
134,MOKABI,ARC,CC,0.58
134,MOKABI,TARCAT,CC,0.67
134,MOKABI,PERSIANN,CC,0.46
134,MOKABI,CMORPH,CC,0.61
134,MOKABI,TAPEER,CC,0.58
134,TSHIVANGA,CHIRPS,CC,0.46
134,TSHIVANGA,ARC,CC,0.46
134,TSHIVANGA,TARCAT,CC,0.33
134,TSHIVANGA,PERSIANN,CC,0.55
134,TSHIVANGA,CMORPH,CC,0.56
134,TSHIVANGA,TAPEER,CC,0.49
134,MATANDA,CHIRPS,CC,0.33
134,MATANDA,ARC,CC,0.40
134,MATANDA,TARCAT,CC,0.28
134,MATANDA,PERSIANN,CC,0.39
134,MATANDA,CMORPH,CC,0.44
134,MATANDA,TAPEER,CC,0.49
134,IDJWI,CHIRPS,CC,0.44
134,IDJWI,ARC,CC,0.51
134,IDJWI,TARCAT,CC,0.44
134,IDJWI,PERSIANN,CC,0.47
134,IDJWI,CMORPH,CC,0.52
134,IDJWI,TAPEER,CC,0.47
134,BAKOUMBA,CHIRPS,CC,0.44
134,BAKOUMBA,ARC,CC,0.53
134,BAKOUMBA,TARCAT,CC,0.60
134,BAKOUMBA,PERSIANN,CC,0.51
134,BAKOUMBA,TMPA,CC,0.72
134,BAKOUMBA,CMORPH,CC,0.59
134,BAKOUMBA,TAPEER,CC,0.55
134,KINSHASA/BINZA,CHIRPS,CC,0.49
134,KINSHASA/BINZA,ARC,CC,0.71
134,KINSHASA/BINZA,TARCAT,CC,0.58
134,KINSHASA/BINZA,PERSIANN,CC,0.51
134,KINSHASA/BINZA,TMPA,CC,0.72
134,KINSHASA/BINZA,CMORPH,CC,0.61
134,KINSHASA/BINZA,TAPEER,CC,0.57
138,Ghana,CHIRPS,CC,0.48
138,Ghana,SM2RAIN,CC,0.44
138,Ghana,TAMSAT,CC,0.51
138,Uganda,CHIRPS,CC,0.39
138,Uganda,SM2RAIN,CC,0.40
138,Uganda,TAMSAT,CC,0.34
139,Benin 0.25° site,PrISM,CC,0.81
139,Benin 0.25° site,CMORPH-Raw,CC,0.75
139,Benin 0.25° site,TRMM-Raw,CC,0.65
139,Benin 0.25° site,IMERG-Early,CC,0.78
139,Benin 0.25° site,TAMSAT-025,CC,0.72
139,Benin 0.25° site,SM2RAIN,CC,0.76
139,Benin 0.25° site,CHIRPS,CC,0.77
139,Benin 0.25° site,GPCC,CC,0.42
139,Benin 0.25° site,CMORPH-Adj,CC,0.80
139,Benin 0.25° site,TRMM-Adj,CC,0.70
139,Benin 0.25° site,IMERG-Final,CC,0.80
139,Niger 0.25° site,PrISM,CC,0.81
139,Niger 0.25° site,CMORPH-Raw,CC,0.80
139,Niger 0.25° site,TRMM-Raw,CC,0.75
139,Niger 0.25° site,IMERG-Early,CC,0.63
139,Niger 0.25° site,TAMSAT-025,CC,0.77
139,Niger 0.25° site,SM2RAIN,CC,0.74
139,Niger 0.25° site,CHIRPS,CC,0.70
139,Niger 0.25° site,GPCC,CC,0.33
139,Niger 0.25° site,CMORPH-Adj,CC,0.82
139,Niger 0.25° site,TRMM-Adj,CC,0.75
139,Niger 0.25° site,IMERG-Final,CC,0.60
22,CKB (mean across stations),RFE,CC,0.40
22,CKB (mean across stations),TRMM,CC,0.30
22,CKB (mean across stations),CMORPH27,CC,0.30
22,CKB (mean across stations),CMORPH8,CC,0.20
23,UBNRB,ENACTS,CC,0.82
23,UBNRB,CHIRPS2,CC,0.55
23,UBNRB,IMERG6,CC,0.60
23,UBNRB,MSWEP2.2,CC,0.60
23,UBNRB,SM2RAIN-ASCAT1.1,CC,0.60
141,Eastern highlands of Ethiopia,GSMaP_MVK+,CC,0.03
141,Eastern highlands of Ethiopia,PERSIANN,CC,0.30
141,Eastern highlands of Ethiopia,TRMM 3B42,CC,0.70
25,West Africa,PERSIANN-RT,CC,0.50
26,Ankavia watershed,IMERG,CC,0.63
26,Ankavia watershed,RFEv2,CC,0.41
26,Ankavia watershed,ARC2,CC,0.30
32,UTB (grid-scale),CHIRPSv8,CC,0.58
32,UTB (basin-scale),CHIRPSv8,CC,0.73
32,UTB (grid-scale),EWEMBI,CC,0.53
32,UTB (basin-scale),EWEMBI,CC,0.62
146,Across Ethiopia,CHIRPS V2.0,CC,0.50
146,Across Ethiopia,ERA5,CC,0.50
93,Upper Tekeze–Atbara Basin,PERSIANN-CDR,CC,0.66
93,Upper Tekeze–Atbara Basin,TAMSAT v3.1,CC,0.71
93,Upper Tekeze–Atbara Basin,CMORPH-CDR,CC,0.72
93,Upper Tekeze–Atbara Basin,IMERG v06,CC,0.75
93,Upper Tekeze–Atbara Basin,OORA,CC,0.76
93,Upper Tekeze–Atbara Basin,SMA,CC,0.77
93,Upper Tekeze–Atbara Basin,MLQR,CC,0.79
93,Upper Tekeze–Atbara Basin,BMAQ,CC,0.79
93,Upper Tekeze–Atbara Basin,DVQR,CC,0.80
95,Tropical AEZ,CHIRPS v2.0,CC,0.47
95,Tropical AEZ,MSWEP v2.8,CC,0.54
95,Tropical AEZ,TAMSAT v3.1,CC,0.29
95,Subtropical AEZ,CHIRPS v2.0,CC,0.66
95,Subtropical AEZ,MSWEP v2.8,CC,0.70
95,Subtropical AEZ,TAMSAT v3.1,CC,0.70
95,Temperate AEZ,CHIRPS v2.0,CC,0.60
95,Temperate AEZ,MSWEP v2.8,CC,0.69
95,Temperate AEZ,TAMSAT v3.1,CC,0.99
95,Alpine AEZ,CHIRPS v2.0,CC,0.36
95,Alpine AEZ,MSWEP v2.8,CC,0.49
95,Alpine AEZ,TAMSAT v3.1,CC,0.59
108,Djibouti,CHIRPS,CC,0.10
108,Djibouti,IMERG,CC,0.13
108,Djibouti,MSWEP,CC,0.16
108,Djibouti,RFE,CC,0.09
108,UBNB,CHIRPS,CC,0.45
108,UBNB,IMERG,CC,0.49
108,UBNB,ERA5,CC,0.34
108,UBNB,ERA5-Land,CC,0.42
150,Uganda and its neighbouring areas,IMERG-F_0.18,CC,0.41
150,Uganda and its neighbouring areas,IMERG-F_0.258,CC,0.43
150,Uganda and its neighbouring areas,IMERG-E,CC,0.41
150,Uganda and its neighbouring areas,TMPA 3B42 v7,CC,0.35
150,Uganda and its neighbouring areas,TMPA-RT 3B42RT v7,CC,0.35
150,Uganda and its neighbouring areas,CHIRPS v2,CC,0.22
150,Uganda and its neighbouring areas,MSWEPv2.2,CC,0.43
150,Uganda and its neighbouring areas,MSWEPv2.8,CC,0.37
69,Upper Blue Nile Basin,CMORPH,CC,0.52
69,Upper Blue Nile Basin,TAMSAT,CC,0.51
69,Upper Blue Nile Basin,SM2R-CCI,CC,0.50
69,Upper Blue Nile Basin,3B42V7,CC,0.47
69,Upper Blue Nile Basin,CFSR,CC,0.30
42,Niger,CMORPH,CC,0.60
42,Niger,CHIRPS,CC,0.51
42,Niger,ARC2,CC,0.46
42,Niger,TAMSAT,CC,0.47
153,"Sudan, semi-humid Zone",PERSIANN-CCS,CC,0.05
153,"Sudan, semi-dry Zone",PERSIANN-CCS,CC,0.00
153,"Sudan, dry Zone",PERSIANN-CCS,CC,0.23
153,"Sudan, semi-humid Zone",PERSIANN-CDR,CC,0.05
153,"Sudan, semi-dry Zone",PERSIANN-CDR,CC,0.08
153,"Sudan, dry Zone",PERSIANN-CDR,CC,0.15
153,"Sudan, semi-humid Zone",CHIRPS V 2.0,CC,0.04
153,"Sudan, semi-dry Zone",CHIRPS V 2.0,CC,0.01
153,"Sudan, dry Zone",CHIRPS V 2.0,CC,0.16
153,"Sudan, semi-humid Zone",GPCP-1DD,CC,0.03
153,"Sudan, semi-dry Zone",GPCP-1DD,CC,-0.01
153,"Sudan, dry Zone",GPCP-1DD,CC,0.20
168,Ethiopia — Meki Catchment,CHIRP,CC,0.30
168,Ethiopia — Katar Catchment,CHIRP,CC,40.00
142,Ethiopia — Lake Tana Basin (northern part),CMORPH,CC,0.60
142,Ethiopia — Lake Tana Basin (northeastern & eastern parts),CMORPH,CC,0.60
142,Ethiopia — Lake Tana Basin (near south-west),CMORPH,CC,0.60
142,Ethiopia — Lake Tana Basin (south shore & south part),CMORPH,CC,0.25
73,Pra Basin of Ghana,CMORPH,CC,0.58
73,Pra Basin of Ghana,TMPA 3B42,CC,0.48
73,Pra Basin of Ghana,TMPA 3B42-RT,CC,0.50
4,Northwest Ethiopia,ARC2,CC,0.36
4,Northwest Ethiopia,TAMSAT3,CC,0.47
4,Northwest Ethiopia,CHIRPS,CC,0.37
4,Southeast Ethiopia,ARC2,CC,0.27
4,Southeast Ethiopia,TAMSAT3,CC,0.34
4,Southeast Ethiopia,CHIRPS,CC,0.27
4,Western Tanzania,ARC2,CC,0.31
4,Western Tanzania,TAMSAT3,CC,0.35
4,Western Tanzania,CHIRPS,CC,0.29
4,Eastern Tanzania,ARC2,CC,0.27
4,Eastern Tanzania,TAMSAT3,CC,0.33
4,Eastern Tanzania,CHIRPS,CC,0.24
6,Northern Tunisia – Forestry Zone,TRMM 3B42 V7,CC,0.50
7,Upper Tekeze–Atbara Basin,ARC2,CC,0.22
7,Upper Tekeze–Atbara Basin,CHIRPS,CC,0.49
7,Upper Tekeze–Atbara Basin,CMap,CC,0.21
7,Upper Tekeze–Atbara Basin,CMorph,CC,0.19
7,Upper Tekeze–Atbara Basin,GPCP,CC,0.15
7,Upper Tekeze–Atbara Basin,PERSIANN,CC,0.28
7,Upper Tekeze–Atbara Basin,RFEv2,CC,0.48
7,Upper Tekeze–Atbara Basin,TRMM 3B42V7,CC,0.41
10,Western branch of the East African Rift,TMPA ResV,CC,0.38
10,Western branch of the East African Rift,TMPA RT,CC,0.37
74,Kasempa (Zambia),MERRA air temperature,CC,0.82
74,Central Zambia,ECMWF nowcast,CC,0.10
74,Central Zambia,GFS 2-day forecast,CC,0.10
74,Gilgel Abbey,Corrected CMORPH,CC,0.50
77,Ethiopia — Gilgel Abbey Catchment,(not specified),CC,0.38
13,Northern Algeria,MSG-SEVIRI,CC,0.87
149,Africa,CHIRPS,CC,0.36
149,Africa,TAMSAT,CC,0.32
149,Africa,GSMaP,CC,0.44
149,Africa,GSMaP_wGauge,CC,0.44
149,East Africa,CHIRPS,CC,0.35
149,East Africa,TAMSAT,CC,0.29
149,East Africa,GSMaP,CC,0.40
149,East Africa,GSMaP_wGauge,CC,0.42
149,Southern Africa,CHIRPS,CC,0.38
149,Southern Africa,TAMSAT,CC,0.36
149,Southern Africa,GSMaP,CC,0.51
149,Southern Africa,GSMaP_wGauge,CC,0.48
149,West Africa,CHIRPS,CC,0.39
149,West Africa,TAMSAT,CC,0.37
149,West Africa,GSMaP,CC,0.47
149,West Africa,GSMaP_wGauge,CC,0.46
115,Burkina Faso,ARC2,CC,0.68
115,Burkina Faso,RFE2,CC,0.68
115,Burkina Faso,TAMSAT,CC,0.55
115,Burkina Faso,CHIRPS,CC,0.45
115,Burkina Faso,CCI,CC,0.45
115,Burkina Faso,GPM,CC,0.45
115,Burkina Faso,ASCAT,CC,0.45
118,Gumera Watershed,CHIRPS-V2,CC,0.49
118,Gumera Watershed,TAMSAT-V3.1,CC,0.59
118,Gumera Watershed,PERSIANN-CDR,CC,0.53
120,Wabi Shebelle River Basin,CHIRPSv2,CC,0.25
120,Wabi Shebelle River Basin,PERSIANN_CDR,CC,0.30
120,Wabi Shebelle River Basin,TAMSATv3,CC,0.33
120,Wabi Shebelle River Basin,CHIRPS_D,CC,0.25
120,Wabi Shebelle River Basin,TAMSAT_D,CC,0.33
120,Wabi Shebelle River Basin,PERSIANN_CDR_D,CC,0.31
20,Ethiopia — Lake Ziway Basin (Ketar),CFSR,CC,0.32
20,Ethiopia — Lake Ziway Basin (Ketar),PERSIANN-CDR,CC,0.33
20,Ethiopia — Lake Ziway Basin (Ketar),CHIRPS,CC,0.31
20,Ethiopia — Lake Ziway Basin (Ketar),TRMM-3B42V7,CC,0.38
20,Ethiopia — Lake Ziway Basin (Meki),CFSR,CC,0.30
20,Ethiopia — Lake Ziway Basin (Meki),PERSIANN-CDR,CC,0.48
20,Ethiopia — Lake Ziway Basin (Meki),CHIRPS,CC,0.42
20,Ethiopia — Lake Ziway Basin (Meki),TRMM-3B42V7,CC,0.46
78,Burkina Faso,IMERG,CC,0.85
78,Burkina Faso,CMORPH,CC,0.50
78,Burkina Faso,ERA5,CC,0.32
78,Burkina Faso,MERRA-2,CC,0.40
78,Burkina Faso,PDIR-Now,CC,0.26
78,Burkina Faso,PERSIANN,CC,0.50
78,Burkina Faso,PERSIANN-CCS,CC,0.46
80,Eastern Zimbabwe,CHIRPS,CC,0.19
80,Eastern Zimbabwe,CMORPH,CC,0.34
80,Eastern Zimbabwe,PERSIANN-CCS,CC,0.26
80,Eastern Zimbabwe,PDIR-Now,CC,0.32
122,Ethiopia,CHIRPS,RMSE,8.61
126,"Central highlands of Abbay Basin, Ethiopia",CMORPH,RMSE,57.20
126,"Central highlands of Abbay Basin, Ethiopia",IMERG-06,RMSE,50.30
126,"Central highlands of Abbay Basin, Ethiopia",CHIRPSv2,RMSE,64.10
126,"Central highlands of Abbay Basin, Ethiopia",PERSIANN-CCS,RMSE,57.20
26,Ruga,CHIRPS,RMSE,9.06
26,Ruga,TAMSAT,RMSE,7.03
26,Haik,CHIRPS,RMSE,9.03
26,Haik,TAMSAT,RMSE,7.55
26,Dessie,CHIRPS,RMSE,9.77
26,Dessie,TAMSAT,RMSE,8.20
26,Kutaber,CHIRPS,RMSE,9.24
26,Kutaber,TAMSAT,RMSE,6.90
138,Ghana,CHIRPS,RMSE,9.85
138,Ghana,SM2RAIN,RMSE,10.20
138,Ghana,TAMSAT,RMSE,9.83
138,Uganda,CHIRPS,RMSE,8.28
138,Uganda,SM2RAIN,RMSE,7.78
138,Uganda,TAMSAT,RMSE,9.58
139,Benin 0.25° site,PrISM,RMSE,4.40
139,Benin 0.25° site,CMORPH-Raw,RMSE,5.60
139,Benin 0.25° site,TRMM-Raw,RMSE,6.80
139,Benin 0.25° site,IMERG-Early,RMSE,4.60
139,Benin 0.25° site,TAMSAT-025,RMSE,5.00
139,Benin 0.25° site,SM2RAIN,RMSE,4.60
139,Benin 0.25° site,CHIRPS,RMSE,4.70
139,Benin 0.25° site,GPCC,RMSE,6.80
139,Benin 0.25° site,CMORPH-Adj,RMSE,4.30
139,Benin 0.25° site,TRMM-Adj,RMSE,6.10
139,Benin 0.25° site,IMERG-Final,RMSE,4.50
139,Niger 0.25° site,PrISM,RMSE,3.70
139,Niger 0.25° site,CMORPH-Raw,RMSE,6.70
139,Niger 0.25° site,TRMM-Raw,RMSE,6.90
139,Niger 0.25° site,IMERG-Early,RMSE,5.30
139,Niger 0.25° site,TAMSAT-025,RMSE,3.90
139,Niger 0.25° site,SM2RAIN,RMSE,4.10
139,Niger 0.25° site,CHIRPS,RMSE,4.30
139,Niger 0.25° site,GPCC,RMSE,5.90
139,Niger 0.25° site,CMORPH-Adj,RMSE,4.30
139,Niger 0.25° site,TRMM-Adj,RMSE,4.10
139,Niger 0.25° site,IMERG-Final,RMSE,4.60
22,CKB (mean across stations),RFE,RMSE,6.00
22,CKB (mean across stations),TRMM,RMSE,7.00
22,CKB (mean across stations),CMORPH27,RMSE,7.00
22,CKB (mean across stations),CMORPH8,RMSE,7.50
23,UBNRB,ENACTS,RMSE,0.94
23,UBNRB,CHIRPS2,RMSE,0.85
23,UBNRB,IMERG6,RMSE,0.82
23,UBNRB,MSWEP2.2,RMSE,0.83
23,UBNRB,SM2RAIN-ASCAT1.1,RMSE,0.59
23,UBNRB,ENACTS,RMSE,0.71
23,UBNRB,CHIRPS2,RMSE,0.14
23,UBNRB,IMERG6,RMSE,0.53
23,UBNRB,MSWEP2.2,RMSE,0.52
23,UBNRB,SM2RAIN-ASCAT1.1,RMSE,0.76
23,UBNRB,ENACTS,RMSE,0.89
23,UBNRB,CHIRPS2,RMSE,0.57
23,UBNRB,IMERG6,RMSE,0.75
23,UBNRB,MSWEP2.2,RMSE,0.73
23,UBNRB,SM2RAIN-ASCAT1.1,RMSE,0.97
23,UBNRB,ENACTS,RMSE,0.92
23,UBNRB,CHIRPS2,RMSE,0.38
23,UBNRB,IMERG6,RMSE,0.74
23,UBNRB,MSWEP2.2,RMSE,0.63
23,UBNRB,SM2RAIN-ASCAT1.1,RMSE,0.17
23,UBNRB,ENACTS,RMSE,0.80
23,UBNRB,CHIRPS2,RMSE,0.03
23,UBNRB,IMERG6,RMSE,0.41
23,UBNRB,MSWEP2.2,RMSE,0.19
23,UBNRB,SM2RAIN-ASCAT1.1,RMSE,0.00
141,Eastern highlands of Ethiopia,GSMaP_MVK+,RMSE,2.88
141,Eastern highlands of Ethiopia,PERSIANN,RMSE,2.77
141,Eastern highlands of Ethiopia,TRMM 3B42,RMSE,2.78
26,Ankavia watershed,IMERG,RMSE,12.00
26,Ankavia watershed,RFEv2,RMSE,15.00
26,Ankavia watershed,ARC2,RMSE,16.00
93,Upper Tekeze–Atbara Basin,PERSIANN-CDR,RMSE,3.94
93,Upper Tekeze–Atbara Basin,TAMSAT v3.1,RMSE,4.07
93,Upper Tekeze–Atbara Basin,CMORPH-CDR,RMSE,3.99
93,Upper Tekeze–Atbara Basin,IMERG v06,RMSE,3.89
93,Upper Tekeze–Atbara Basin,OORA,RMSE,3.26
93,Upper Tekeze–Atbara Basin,SMA,RMSE,3.31
93,Upper Tekeze–Atbara Basin,MLQR,RMSE,3.12
93,Upper Tekeze–Atbara Basin,BMAQ,RMSE,2.85
93,Upper Tekeze–Atbara Basin,DVQR,RMSE,2.86
100,Nawuni station,(not specified),RMSE,139.00
100,Dapola station,(not specified),RMSE,113.00
104,Djibouti,CHIRPS,RMSE,6.23
104,Djibouti,IMERG,RMSE,6.49
104,Djibouti,MSWEP,RMSE,6.07
104,Djibouti,RFE,RMSE,7.47
108,UBNB,CHIRPS,RMSE,8.32
108,UBNB,IMERG,RMSE,7.59
108,UBNB,ERA5,RMSE,9.47
108,UBNB,ERA5-Land,RMSE,10.98
150,Uganda and its neighbouring areas,IMERG-F_0.18,RMSE,12.40
150,Uganda and its neighbouring areas,IMERG-F_0.258,RMSE,11.80
150,Uganda and its neighbouring areas,IMERG-E,RMSE,12.50
150,Uganda and its neighbouring areas,TMPA 3B42 v7,RMSE,12.90
150,Uganda and its neighbouring areas,TMPA-RT 3B42RT v7,RMSE,12.60
150,Uganda and its neighbouring areas,CHIRPS v2,RMSE,13.00
150,Uganda and its neighbouring areas,MSWEPv2.2,RMSE,12.00
150,Uganda and its neighbouring areas,MSWEPv2.8,RMSE,11.80
69,Whole UBN Basin,TAMSAT,RMSE,6.80
69,Whole UBN Basin,SM2R-CCI,RMSE,6.80
69,Whole UBN Basin,CMORPH,RMSE,7.30
69,Whole UBN Basin,3B42V7,RMSE,7.50
69,Whole UBN Basin,CFSR,RMSE,8.90
69,Highlands (Lake Tana watershed),CFSR,RMSE,6.20
69,Highlands (Lake Tana watershed),3B42V7,RMSE,4.00
42,Niger,CHIRPS,RMSE,1.00
42,Niger,ARC2,RMSE,1.20
42,Niger,TAMSAT,RMSE,1.20
42,Niger,CMORPH,RMSE,2.30
153,Sudan — semi-humid Zone,PERSIANN-CCS,RMSE,2.31
153,Sudan — semi-dry Zone,PERSIANN-CCS,RMSE,4.48
153,Sudan — dry Zone,PERSIANN-CCS,RMSE,1.99
153,Sudan — semi-humid Zone,PERSIANN-CDR,RMSE,1.51
153,Sudan — semi-dry Zone,PERSIANN-CDR,RMSE,2.28
153,Sudan — dry Zone,PERSIANN-CDR,RMSE,1.33
153,Sudan — semi-humid Zone,CHIRPS V 2.0,RMSE,1.48
153,Sudan — semi-dry Zone,CHIRPS V 2.0,RMSE,2.31
153,Sudan — dry Zone,CHIRPS V 2.0,RMSE,1.26
153,Sudan — semi-humid Zone,GPCP-1DD,RMSE,1.67
153,Sudan — semi-dry Zone,GPCP-1DD,RMSE,2.65
153,Sudan — dry Zone,GPCP-1DD,RMSE,1.47
168,Ethiopia — Meki Catchment,CHIRP,RMSE,7.50
168,Ethiopia — Katar Catchment,CHIRP,RMSE,6.70
168,South Africa,CHIRPS v2,RMSE,10.00
101,,3B42,RMSE,52.43
101,,3B42RT,RMSE,51.67
101,,CMORPH,RMSE,35.93
101,,Gauge,RMSE,34.31
101,,3B42,RMSE,45.38
101,,3B42RT,RMSE,42.65
101,,CMORPH,RMSE,38.44
101,,Gauge,RMSE,36.83
101,,3B42,RMSE,44.26
101,,3B42RT,RMSE,41.25
101,,CMORPH,RMSE,38.09
101,,Gauge,RMSE,36.48
101,,Fusion,RMSE,32.62
101,,Fusion,RMSE,35.66
101,,Fusion,RMSE,34.68
7,Upper Tekeze–Atbara Basin,ARC2,RMSE,111.00
7,Upper Tekeze–Atbara Basin,CHIRPS,RMSE,36.00
7,Upper Tekeze–Atbara Basin,CMap,RMSE,60.00
7,Upper Tekeze–Atbara Basin,CMorph,RMSE,42.00
7,Upper Tekeze–Atbara Basin,GPCP,RMSE,89.00
7,Upper Tekeze–Atbara Basin,PERSIANN,RMSE,48.00
7,Upper Tekeze–Atbara Basin,RFEv2,RMSE,50.00
7,Upper Tekeze–Atbara Basin,TRMM 3B42V7,RMSE,25.00
74,Gilgel Abbey,Corrected CMORPH,RMSE,8.00
77,Ethiopia — Gilgel Abbey Catchment,(not specified),RMSE,575.00
149,Africa,CHIRPS,RMSE,10.45
149,Africa,TAMSAT,RMSE,10.01
149,Africa,GSMaP,RMSE,10.25
149,Africa,GSMaP_wGauge,RMSE,9.31
149,East Africa,CHIRPS,RMSE,11.50
149,East Africa,TAMSAT,RMSE,10.68
149,East Africa,GSMaP,RMSE,10.36
149,East Africa,GSMaP_wGauge,RMSE,9.51
149,Southern Africa,CHIRPS,RMSE,10.24
149,Southern Africa,TAMSAT,RMSE,10.17
149,Southern Africa,GSMaP,RMSE,9.71
149,Southern Africa,GSMaP_wGauge,RMSE,9.67
